buildingId,lotId,price,latLong,minBeds,minBaths,minArea,imgSrc,hasImage,isFeaturedListing,unitCount,isBuilding,address,variableData,badgeInfo,statusType,statusText,listingType,isFavorite,detailUrl,has3DModel,hasAdditionalAttributions,canSaveBuilding,zpid,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,visited,hdpData,pgapt,sgapt,hasVideo,isHomeRec,availabilityDate,streetViewMetadataURL,streetViewURL,communityName,isPropertyResultCDP,style,isCdpResult,plid
33.592213--117.59749,,"From $550,000","{'latitude': 33.592213, 'longitude': -117.59749}",2.0,1.0,808.0,https://photos.zillowstatic.com/fp/80ce6dd39105f881dd0ca486616782c1-p_e.jpg,True,False,4.0,True,"86 Mesquite, Trabuco Canyon, CA",{},,FOR_SALE,For Rent,,False,"/b/Trabuco-Canyon-CA/33.592213,-117.59749_ll/",False,False,False,,,,,,,,,,,,,,,,,,,,,
,,"$1,695,000","{'latitude': 33.67052, 'longitude': -117.67433}",,,,https://photos.zillowstatic.com/fp/00cfb0d58ef74bf171c87137f4e36102-p_e.jpg,True,False,,,--,,,FOR_SALE,House for sale,,False,/homedetails/18-Lantana-Lake-Forest-CA-92630/137141413_zpid/,False,False,,137141413,$1.70M,4.0,3.0,2165.0,False,False,False,"{'homeInfo': {'zpid': 137141413, 'zipcode': '92630', 'city': 'Lake Forest', 'state': 'CA', 'latitude': 33.67052, 'longitude': -117.67433, 'price': 1695000.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2165.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1467100, 'rentZestimate': 4400, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1695000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 870930.0, 'lotAreaValue': 3306.0, 'lotAreaUnit': 'sqft'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
,,"$572,999","{'latitude': 33.87178, 'longitude': -117.72268}",,,,https://photos.zillowstatic.com/fp/01dd251f40b51e4e8e24143ceab6ad9c-p_e.jpg,True,False,,,--,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 12-4pm'}",,FOR_SALE,House for sale,,False,/homedetails/23508-Cambridge-Rd-305-Yorba-Linda-CA-92887/25728972_zpid/,False,False,,25728972,$573K,2.0,2.0,963.0,False,False,False,"{'homeInfo': {'zpid': 25728972, 'zipcode': '92887', 'city': 'Yorba Linda', 'state': 'CA', 'latitude': 33.87178, 'longitude': -117.72268, 'price': 572999.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 963.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 533700, 'rentZestimate': 2499, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 12-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 572999.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1654369200000, 'open_house_end': 1654383600000}, {'open_house_start': 1654455600000, 'open_house_end': 1654470000000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 188414.0, 'unit': '# 305', 'lotAreaValue': 1000.0, 'lotAreaUnit': 'sqft'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
,,"$749,000","{'latitude': 33.881054, 'longitude': -117.96737}",,,,https://photos.zillowstatic.com/fp/72594045f03e49f5a15ed42e2234b0cc-p_e.jpg,True,False,,,--,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 12-4pm'}",,FOR_SALE,Condo for sale,,False,/homedetails/2317-Sandbar-Dr-204-Fullerton-CA-92833/25725436_zpid/,True,False,,25725436,$749K,2.0,3.0,1186.0,False,False,False,"{'homeInfo': {'zpid': 25725436, 'zipcode': '92833', 'city': 'Fullerton', 'state': 'CA', 'latitude': 33.881054, 'longitude': -117.96737, 'price': 749000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1186.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 712100, 'rentZestimate': 2900, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 12-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 749000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1654369200000, 'open_house_end': 1654383600000}, {'open_house_start': 1654455600000, 'open_house_end': 1654470000000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 233403.0, 'unit': '# 204'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
,,"$1,150,000","{'latitude': 33.903217, 'longitude': -117.84099}",,,,https://photos.zillowstatic.com/fp/03236eb03cd3532563ee7df61b4df72e-p_e.jpg,True,False,,,--,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-4pm'}",,FOR_SALE,House for sale,,False,/homedetails/4052-Odessa-Dr-Yorba-Linda-CA-92886/25372930_zpid/,True,False,,25372930,$1.15M,5.0,3.0,2469.0,False,False,False,"{'homeInfo': {'zpid': 25372930, 'zipcode': '92886', 'city': 'Yorba Linda', 'state': 'CA', 'latitude': 33.903217, 'longitude': -117.84099, 'price': 1150000.0, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 2469.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1266300, 'rentZestimate': 4300, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1150000.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1654372800000, 'open_house_end': 1654383600000}, {'open_house_start': 1654459200000, 'open_house_end': 1654470000000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 101319.0, 'lotAreaValue': 0.2892561983471074, 'lotAreaUnit': 'acres'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
,,"$565,000","{'latitude': 33.76397, 'longitude': -118.089096}",,,,https://photos.zillowstatic.com/fp/dff48bc9196078cc3993c7b666d3ff59-p_e.jpg,True,False,,,--,,,FOR_SALE,Condo for sale,,False,/homedetails/13701-Alderwood-Ln-29-F-Seal-Beach-CA-90740/2063042806_zpid/,False,False,,2063042806,$565K,1.0,2.0,1200.0,False,False,False,"{'homeInfo': {'zpid': 2063042806, 'zipcode': '90740', 'city': 'Seal Beach', 'state': 'CA', 'latitude': 33.76397, 'longitude': -118.089096, 'price': 565000.0, 'bathrooms': 2.0, 'bedrooms': 1.0, 'livingArea': 1200.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 565000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 29-F'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
,,"$2,149,900","{'latitude': 33.78843, 'longitude': -118.07093}",,,,https://photos.zillowstatic.com/fp/e8b105888c42ac2d0775f26ab78996db-p_e.jpg,True,False,,,--,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-4pm'}",,FOR_SALE,House for sale,,False,/homedetails/12012-Paseo-Bonita-Los-Alamitos-CA-90720/25230192_zpid/,True,False,,25230192,$2.15M,5.0,4.0,3174.0,False,False,False,"{'homeInfo': {'zpid': 25230192, 'zipcode': '90720', 'city': 'Los Alamitos', 'state': 'CA', 'latitude': 33.78843, 'longitude': -118.07093, 'price': 2149900.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 3174.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 2149900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1654372800000, 'open_house_end': 1654383600000}, {'open_house_start': 1654459200000, 'open_house_end': 1654470000000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1100000.0, 'lotAreaValue': 7620.0, 'lotAreaUnit': 'sqft'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
,,"$880,000","{'latitude': 33.58577, 'longitude': -117.7211}",,,,https://photos.zillowstatic.com/fp/b36e3712431b5e15b12a3854b53bb917-p_e.jpg,True,False,,,--,,,FOR_SALE,Condo for sale,,False,/homedetails/6-Conch-Reef-Aliso-Viejo-CA-92656/25710931_zpid/,False,False,,25710931,$880K,2.0,3.0,1458.0,False,False,False,"{'homeInfo': {'zpid': 25710931, 'zipcode': '92656', 'city': 'Aliso Viejo', 'state': 'CA', 'latitude': 33.58577, 'longitude': -117.7211, 'price': 880000.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1458.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 842000, 'rentZestimate': 3195, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 880000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 525734.0, 'lotAreaValue': 2618.0, 'lotAreaUnit': 'sqft'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
33.79134--117.89386,1002401284.0,"From $174,900","{'latitude': 33.79134, 'longitude': -117.89386}",3.0,2.0,1100.0,https://photos.zillowstatic.com/fp/f2e090c92c2cff3e09c9e349feb82de7-p_e.jpg,True,False,3.0,True,"2300 S Lewis St, Anaheim, CA",{},,FOR_SALE,For Rent,,False,/b/2300-s-lewis-st-anaheim-ca-5XtHG5/,False,False,False,,,,,,,,,,,,,,,,,,,,,
,,"$190,000","{'latitude': 33.807842, 'longitude': -117.93917}",,,,https://photos.zillowstatic.com/fp/dde7f67d90b6cb85158a0a5ab5973040-p_e.jpg,True,False,,,--,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}",,FOR_SALE,Home for sale,,False,/homedetails/1616-S-Euclid-St-SPACE-122-Anaheim-CA-92802/25647999_zpid/,False,False,,25647999,$190K,3.0,2.0,,False,False,False,"{'homeInfo': {'zpid': 25647999, 'zipcode': '92802', 'city': 'Anaheim', 'state': 'CA', 'latitude': 33.807842, 'longitude': -117.93917, 'price': 190000.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'homeType': 'MANUFACTURED', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 199100, 'rentZestimate': 1840, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 190000.0, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 22902.0, 'unit': 'Space 122'}}",ForSale,For Sale by Agent,True,False,,,,,,,,
,,"$799,900","{'latitude': 33.810467, 'longitude': -117.979294}",,,,https://photos.zillowstatic.com/fp/9e0047406b221197c8a9ecd4d58f5fad-p_e.jpg,True,False,,,--,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-4pm'}",,FOR_SALE,House for sale,,False,/homedetails/1637-S-Lamar-St-Anaheim-CA-92804/25225392_zpid/,False,False,,25225392,$800K,4.0,2.0,1308.0,False,False,False,"{'homeInfo': {'zpid': 25225392, 'zipcode': '92804', 'city': 'Anaheim', 'state': 'CA', 'latitude': 33.810467, 'longitude': -117.979294, 'price': 799900.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1308.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 860100, 'rentZestimate': 3058, 'listing_sub_type': {'is_openHouse': True, 'is_FSBA': True}, 'openHouse': 'Sat. 1-4pm', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 799900.0, 'open_house_info': {'open_house_showing': [{'open_house_start': 1654372800000, 'open_house_end': 1654383600000}, {'open_house_start': 1654459200000, 'open_house_end': 1654470000000}]}, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 428140.0, 'lotAreaValue': 9416.0, 'lotAreaUnit': 'sqft'}}",ForSale,For Sale by Agent,False,False,,,,,,,,
